2025-05-05 10:57:09.1272|Debug|ECommerce.API.Program|init main |URL: |Action: 
2025-05-05 11:08:44.5473|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. |URL: https://localhost/api/Product/800|Action: DeleteProduct
2025-05-05 11:08:44.5473|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. |URL: https://localhost/api/Product/800|Action: DeleteProduct
2025-05-05 11:08:44.5473|Info|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executed action ECommerce.API.Controllers.ProductController.DeleteProductAsync (ECommerce.API) in 94.8732ms |URL: https://localhost/api/Product/800|Action: DeleteProduct
2025-05-05 11:08:44.5473|Info|Microsoft.AspNetCore.Routing.EndpointMiddleware|Executed endpoint 'ECommerce.API.Controllers.ProductController.DeleteProductAsync (ECommerce.API)' |URL: https://localhost/api/Product/800|Action: DeleteProduct
2025-05-05 11:08:44.5473|Error|Microsoft.AspNetCore.Diagnostics.ExceptionHandlerMiddleware|An unhandled exception has occurred while executing the request. ECommerce.API.Entities.Exceptions.ProductNotFoundException: Ürün bulunamadı. Aranan ürün kimliği (ID): 800.
   at ECommerce.API.Services.Implementations.ProductService.DeleteProductAsync(Int32 productId, Boolean trackChanges) in C:\Users\yusuf\source\repos\ECommerceSolution\ECommerce.API\Services\Implementations\ProductService.cs:line 47
   at ECommerce.API.Controllers.ProductController.DeleteProductAsync(Int32 productId) in C:\Users\yusuf\source\repos\ECommerceSolution\ECommerce.API\Controllers\ProductController.cs:line 69
   at Microsoft.AspNetCore.Mvc.Infrastructure.ActionMethodExecutor.TaskOfIActionResultExecutor.Execute(ActionContext actionContext, IActionResultTypeMapper mapper, ObjectMethodExecutor executor, Object controller, Object[] arguments)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.<InvokeActionMethodAsync>g__Logged|12_1(ControllerActionInvoker invoker)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.<InvokeNextActionFilterAsync>g__Awaited|10_0(ControllerActionInvoker invoker, Task lastTask, State next, Scope scope, Object state, Boolean isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.Rethrow(ActionExecutedContextSealed context)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.Next(State& next, Scope& scope, Object& state, Boolean& isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.<InvokeInnerFilterAsync>g__Awaited|13_0(ControllerActionInvoker invoker, Task lastTask, State next, Scope scope, Object state, Boolean isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.<InvokeFilterPipelineAsync>g__Awaited|20_0(ResourceInvoker invoker, Task lastTask, State next, Scope scope, Object state, Boolean isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.<InvokeAsync>g__Logged|17_1(ResourceInvoker invoker)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.<InvokeAsync>g__Logged|17_1(ResourceInvoker invoker)
   at Microsoft.AspNetCore.Routing.EndpointMiddleware.<Invoke>g__AwaitRequestTask|7_0(Endpoint endpoint, Task requestTask, ILogger logger)
   at Microsoft.AspNetCore.Authorization.AuthorizationMiddleware.Invoke(HttpContext context)
   at Swashbuckle.AspNetCore.SwaggerUI.SwaggerUIMiddleware.Invoke(HttpContext httpContext)
   at Swashbuckle.AspNetCore.Swagger.SwaggerMiddleware.Invoke(HttpContext httpContext, ISwaggerProvider swaggerProvider)
   at Microsoft.AspNetCore.Diagnostics.ExceptionHandlerMiddlewareImpl.<Invoke>g__Awaited|10_0(ExceptionHandlerMiddlewareImpl middleware, HttpContext context, Task task)|URL: https://localhost/api/Product/800|Action: DeleteProduct
2025-05-05 11:08:44.5473|Error|ECommerce.API.Services.Implementations.LoggerManager|Something went wrong ECommerce.API.Entities.Exceptions.ProductNotFoundException: Ürün bulunamadı. Aranan ürün kimliği (ID): 800.
   at ECommerce.API.Services.Implementations.ProductService.DeleteProductAsync(Int32 productId, Boolean trackChanges) in C:\Users\yusuf\source\repos\ECommerceSolution\ECommerce.API\Services\Implementations\ProductService.cs:line 47
   at ECommerce.API.Controllers.ProductController.DeleteProductAsync(Int32 productId) in C:\Users\yusuf\source\repos\ECommerceSolution\ECommerce.API\Controllers\ProductController.cs:line 69
   at Microsoft.AspNetCore.Mvc.Infrastructure.ActionMethodExecutor.TaskOfIActionResultExecutor.Execute(ActionContext actionContext, IActionResultTypeMapper mapper, ObjectMethodExecutor executor, Object controller, Object[] arguments)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.<InvokeActionMethodAsync>g__Logged|12_1(ControllerActionInvoker invoker)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.<InvokeNextActionFilterAsync>g__Awaited|10_0(ControllerActionInvoker invoker, Task lastTask, State next, Scope scope, Object state, Boolean isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.Rethrow(ActionExecutedContextSealed context)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.Next(State& next, Scope& scope, Object& state, Boolean& isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.<InvokeInnerFilterAsync>g__Awaited|13_0(ControllerActionInvoker invoker, Task lastTask, State next, Scope scope, Object state, Boolean isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.<InvokeFilterPipelineAsync>g__Awaited|20_0(ResourceInvoker invoker, Task lastTask, State next, Scope scope, Object state, Boolean isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.<InvokeAsync>g__Logged|17_1(ResourceInvoker invoker)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.<InvokeAsync>g__Logged|17_1(ResourceInvoker invoker)
   at Microsoft.AspNetCore.Routing.EndpointMiddleware.<Invoke>g__AwaitRequestTask|7_0(Endpoint endpoint, Task requestTask, ILogger logger)
   at Microsoft.AspNetCore.Authorization.AuthorizationMiddleware.Invoke(HttpContext context)
   at Swashbuckle.AspNetCore.SwaggerUI.SwaggerUIMiddleware.Invoke(HttpContext httpContext)
   at Swashbuckle.AspNetCore.Swagger.SwaggerMiddleware.Invoke(HttpContext httpContext, ISwaggerProvider swaggerProvider)
   at Microsoft.AspNetCore.Diagnostics.ExceptionHandlerMiddlewareImpl.<Invoke>g__Awaited|10_0(ExceptionHandlerMiddlewareImpl middleware, HttpContext context, Task task) |URL: https://localhost/api/Product/800|Action: 
2025-05-05 11:08:44.5473|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBLFT0IKVV" sending HEADERS frame for stream ID 3 with length 37 and flags END_HEADERS. |URL: |Action: 
2025-05-05 11:08:44.5473|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBLFT0IKVV" sending DATA frame for stream ID 3 with length 108 and flags NONE. |URL: |Action: 
2025-05-05 11:08:44.5473|Debug|Microsoft.EntityFrameworkCore.Infrastructure|'AppDbContext' disposed. |URL: https://localhost/api/Product/800|Action: 
2025-05-05 11:08:44.5473|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBLFT0IKVV" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM. |URL: |Action: 
2025-05-05 11:08:44.5473|Debug|Microsoft.EntityFrameworkCore.Database.Connection|Disposing connection to database 'ECommerceDb' on server 'YUSUF\SQLEXPRESS'. |URL: https://localhost/api/Product/800|Action: 
2025-05-05 11:08:44.5473|Debug|Microsoft.EntityFrameworkCore.Database.Connection|Disposed connection to database '' on server '' (0ms). |URL: https://localhost/api/Product/800|Action: 
2025-05-05 11:08:44.5473|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request finished HTTP/2 DELETE https://localhost:7295/api/Product/800 - 404 - application/json 104.7990ms |URL: https://localhost/api/Product/800|Action: 
2025-05-05 11:08:44.5473|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBLFT0IKVV" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. |URL: |Action: 
2025-05-05 11:09:03.6806|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBLFT0IKVV" received HEADERS frame for stream ID 5 with length 38 and flags END_STREAM, END_HEADERS, PRIORITY. |URL: |Action: 
2025-05-05 11:09:03.6806|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBLFT0IKVV" received PING frame for stream ID 0 with length 8 and flags NONE. |URL: |Action: 
2025-05-05 11:09:03.6806|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBLFT0IKVV" sending PING frame for stream ID 0 with length 8 and flags ACK. |URL: |Action: 
2025-05-05 11:09:03.6806|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/2 GET https://localhost:7295/api/Product/seller/89 - - - |URL: https://localhost/api/Product/seller/89|Action: 
2025-05-05 11:09:03.6806|Trace|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|All hosts are allowed. |URL: https://localhost/api/Product/seller/89|Action: 
2025-05-05 11:09:03.6806|Debug|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|1 candidate(s) found for the request path '/api/Product/seller/89' |URL: https://localhost/api/Product/seller/89|Action: 
2025-05-05 11:09:03.6806|Debug|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|Endpoint 'ECommerce.API.Controllers.ProductController.GetProductsBySellerId (ECommerce.API)' with route pattern 'api/Product/seller/{sellerId:int}' is valid for the request path '/api/Product/seller/89' |URL: https://localhost/api/Product/seller/89|Action: 
2025-05-05 11:09:03.6806|Debug|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|Request matched endpoint 'ECommerce.API.Controllers.ProductController.GetProductsBySellerId (ECommerce.API)' |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Trace|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|The endpoint does not specify the IRequestSizeLimitMetadata. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Debug|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|Static files was skipped as the request already matched an endpoint. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Info|Microsoft.AspNetCore.Routing.EndpointMiddleware|Executing endpoint 'ECommerce.API.Controllers.ProductController.GetProductsBySellerId (ECommerce.API)' |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Info|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Route matched with {action = "GetProductsBySellerId", controller = "Product"}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] GetProductsBySellerId(Int32) on controller ECommerce.API.Controllers.ProductController (ECommerce.API). |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of authorization filters (in the following order): None |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of resource filters (in the following order): None |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of action filters (in the following order): Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter (Order: -3000), Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter (Order: -2000) |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of exception filters (in the following order): None |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of result filters (in the following order): Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter (Order: -2000) |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executing controller factory for controller ECommerce.API.Controllers.ProductController (ECommerce.API) |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executed controller factory for controller ECommerce.API.Controllers.ProductController (ECommerce.API) |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Debug|Microsoft.AspNetCore.Mvc.ModelBinding.ParameterBinder|Attempting to bind parameter 'sellerId' of type 'System.Int32' ... |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Debug|Microsoft.AspNetCore.Mvc.ModelBinding.Binders.SimpleTypeModelBinder|Attempting to bind parameter 'sellerId' of type 'System.Int32' using the name 'sellerId' in request data ... |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Debug|Microsoft.AspNetCore.Mvc.ModelBinding.Binders.SimpleTypeModelBinder|Done attempting to bind parameter 'sellerId' of type 'System.Int32'. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Debug|Microsoft.AspNetCore.Mvc.ModelBinding.ParameterBinder|Done attempting to bind parameter 'sellerId' of type 'System.Int32'. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Debug|Microsoft.AspNetCore.Mvc.ModelBinding.ParameterBinder|Attempting to validate the bound parameter 'sellerId' of type 'System.Int32' ... |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Debug|Microsoft.AspNetCore.Mvc.ModelBinding.ParameterBinder|Done attempting to validate the bound parameter 'sellerId' of type 'System.Int32'. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Info|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executing action method ECommerce.API.Controllers.ProductController.GetProductsBySellerId (ECommerce.API) - Validation state: Valid |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.6806|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executing action method ECommerce.API.Controllers.ProductController.GetProductsBySellerId (ECommerce.API) with arguments (89) |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7022|Debug|Microsoft.EntityFrameworkCore.Infrastructure|Entity Framework Core 9.0.4 initialized 'AppDbContext' using provider 'Microsoft.EntityFrameworkCore.SqlServer:9.0.4' with options: EngineType=SqlServer  |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7022|Debug|Microsoft.EntityFrameworkCore.Query|Compiling query expression: 
'DbSet<Product>()
    .Where(p => p.SellerId == __sellerId_0)
    .AsNoTracking()
    .GroupBy(p => 1)
    .Select(g => new { 
        Total = g
            .Count(), 
        Active = g
            .Count(p => p.IsActive)
     })
    .FirstOrDefault()' |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7472|Warn|Microsoft.EntityFrameworkCore.Query|The query uses the 'First'/'FirstOrDefault' operator without 'OrderBy' and filter operators. This may lead to unpredictable results. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7472|Debug|Microsoft.EntityFrameworkCore.Query|Generated query execution expression: 
'queryContext => ShapedQueryCompilingExpressionVisitor.SingleOrDefaultAsync<<>f__AnonymousType6<int, int>>(
    asyncEnumerable: SingleQueryingEnumerable.Create<<>f__AnonymousType6<int, int>>(
        relationalQueryContext: (RelationalQueryContext)queryContext, 
        relationalCommandResolver: parameters => [LIFTABLE Constant: RelationalCommandCache.QueryExpression(
            Projection Mapping:
                Total -> 0
                Active -> 1
            SELECT TOP(1) COUNT(*) AS Total, COUNT(CASE
                WHEN p0.IsActive THEN 1
            END) AS Active
            FROM 
            (
                SELECT p.IsActive, 1 AS Key
                FROM Products AS p
                WHERE p.SellerId == @__sellerId_0
            ) AS p0
            GROUP BY p0.Key) | Resolver: c => new RelationalCommandCache(
            c.Dependencies.MemoryCache, 
            c.RelationalDependencies.QuerySqlGeneratorFactory, 
            c.RelationalDependencies.RelationalParameterBasedSqlProcessorFactory, 
            Projection Mapping:
                Total -> 0
                Active -> 1
            SELECT TOP(1) COUNT(*) AS Total, COUNT(CASE
                WHEN p0.IsActive THEN 1
            END) AS Active
            FROM 
            (
                SELECT p.IsActive, 1 AS Key
                FROM Products AS p
                WHERE p.SellerId == @__sellerId_0
            ) AS p0
            GROUP BY p0.Key, 
            False, 
            new HashSet<string>(
                new string[]{ }, 
                StringComparer.Ordinal
            )
        )].GetRelationalCommandTemplate(parameters), 
        readerColumns: null, 
        shaper: (queryContext, dataReader, resultContext, resultCoordinator) => 
        {
            int? value1;
            int? value2;
            value1 = dataReader.IsDBNull(0) ? default(int?) : (int?)dataReader.GetInt32(0);
            value2 = dataReader.IsDBNull(1) ? default(int?) : (int?)dataReader.GetInt32(1);
            return new { 
                Total = (int)value1, 
                Active = (int)value2
             };
        }, 
        contextType: ECommerce.API.Data.AppDbContext, 
        standAloneStateManager: False, 
        detailedErrorsEnabled: False, 
        threadSafetyChecksEnabled: True), 
    cancellationToken: queryContext.CancellationToken)' |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Debug|Microsoft.EntityFrameworkCore.Database.Connection|Creating DbConnection. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Debug|Microsoft.EntityFrameworkCore.Database.Connection|Created DbConnection. (0ms). |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Debug|Microsoft.EntityFrameworkCore.Database.Connection|Opening connection to database 'ECommerceDb' on server 'YUSUF\SQLEXPRESS'. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Debug|Microsoft.EntityFrameworkCore.Database.Connection|Opened connection to database 'ECommerceDb' on server 'YUSUF\SQLEXPRESS'. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Debug|Microsoft.EntityFrameworkCore.Database.Command|Creating DbCommand for 'ExecuteReader'. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Debug|Microsoft.EntityFrameworkCore.Database.Command|Created DbCommand for 'ExecuteReader' (0ms). |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Debug|Microsoft.EntityFrameworkCore.Database.Command|Initialized DbCommand for 'ExecuteReader' (0ms). |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Debug|Microsoft.EntityFrameworkCore.Database.Command|Executing DbCommand [Parameters=[@__sellerId_0='?' (DbType = Int32)], CommandType='Text', CommandTimeout='30']
SELECT TOP(1) COUNT(*) AS [Total], COUNT(CASE
    WHEN [p0].[IsActive] = CAST(1 AS bit) THEN 1
END) AS [Active]
FROM (
    SELECT [p].[IsActive], 1 AS [Key]
    FROM [Products] AS [p]
    WHERE [p].[SellerId] = @__sellerId_0
) AS [p0]
GROUP BY [p0].[Key] |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Info|Microsoft.EntityFrameworkCore.Database.Command|Executed DbCommand (7ms) [Parameters=[@__sellerId_0='?' (DbType = Int32)], CommandType='Text', CommandTimeout='30']
SELECT TOP(1) COUNT(*) AS [Total], COUNT(CASE
    WHEN [p0].[IsActive] = CAST(1 AS bit) THEN 1
END) AS [Active]
FROM (
    SELECT [p].[IsActive], 1 AS [Key]
    FROM [Products] AS [p]
    WHERE [p].[SellerId] = @__sellerId_0
) AS [p0]
GROUP BY [p0].[Key] |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Debug|Microsoft.EntityFrameworkCore.Database.Command|Closing data reader to 'ECommerceDb' on server 'YUSUF\SQLEXPRESS'. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Debug|Microsoft.EntityFrameworkCore.Database.Command|A data reader for 'ECommerceDb' on server 'YUSUF\SQLEXPRESS' is being disposed after spending 0ms reading results. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Debug|Microsoft.EntityFrameworkCore.Database.Connection|Closing connection to database 'ECommerceDb' on server 'YUSUF\SQLEXPRESS'. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Debug|Microsoft.EntityFrameworkCore.Database.Connection|Closed connection to database 'ECommerceDb' on server 'YUSUF\SQLEXPRESS' (0ms). |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Info|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executed action method ECommerce.API.Controllers.ProductController.GetProductsBySellerId (ECommerce.API), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 74.5626ms. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Result Filter: Before executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7597|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Result Filter: After executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7746|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Before executing action result Microsoft.AspNetCore.Mvc.OkObjectResult. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7746|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.DefaultOutputFormatterSelector|List of registered output formatters, in the following order: Microsoft.AspNetCore.Mvc.Formatters.HttpNoContentOutputFormatter, Microsoft.AspNetCore.Mvc.Formatters.StringOutputFormatter, Microsoft.AspNetCore.Mvc.Formatters.StreamOutputFormatter, Microsoft.AspNetCore.Mvc.Formatters.SystemTextJsonOutputFormatter |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7746|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.DefaultOutputFormatterSelector|No information found on request to perform content negotiation. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7746|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.DefaultOutputFormatterSelector|Attempting to select an output formatter without using a content type as no explicit content types were specified for the response. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7746|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.DefaultOutputFormatterSelector|Attempting to select the first formatter in the output formatters list which can write the result. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7746|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.DefaultOutputFormatterSelector|Selected output formatter 'Microsoft.AspNetCore.Mvc.Formatters.SystemTextJsonOutputFormatter' and content type 'application/json' to write the response. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7746|Info|Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor|Executing OkObjectResult, writing value of type 'ECommerce.API.Entities.Dtos.ProductCountBySellerDto'. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
2025-05-05 11:09:03.7746|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBLFT0IKVV" sending HEADERS frame for stream ID 5 with length 66 and flags END_HEADERS. |URL: |Action: 
2025-05-05 11:09:03.7746|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBLFT0IKVV" sending DATA frame for stream ID 5 with length 70 and flags NONE. |URL: |Action: 
2025-05-05 11:09:03.7746|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|After executing action result Microsoft.AspNetCore.Mvc.OkObjectResult. |URL: https://localhost/api/Product/seller/89|Action: GetProductsBySellerId
